id,title,release_date,revenue,genres
3034,Young Frankenstein,1974-12-15,86273333.0,"['Comedy', 'Science Fiction']"
339,Night on Earth,1991-10-03,2015810.0,"['Comedy', 'Drama']"
10404,Raise the Red Lantern,1991-12-20,0.0,['Drama']
914,The Great Dictator,1940-10-15,11000000.0,['Comedy']
756,Fantasia,1940-11-13,83320000.0,"['Animation', 'Family', 'Music']"
288,High Noon,1952-03-27,8000000.0,['Western']
910,The Big Sleep,1946-08-23,0.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
2640,Heathers,1988-10-01,1108462.0,"['Thriller', 'Comedy', 'Drama']"
16633,Somewhere in Time,1980-10-02,0.0,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']"
665,Ben-Hur,1959-12-26,146900000.0,"['Action', 'Adventure', 'Drama', 'History']"
11031,This Is Spinal Tap,1984-05-04,4736202.0,"['Comedy', 'Music']"
11314,Koyaanisqatsi,1982-06-06,1723872.0,"['Documentary', 'Music']"
15143,Some Kind of Wonderful,1987-02-27,18553948.0,"['Drama', 'Romance']"
89,Indiana Jones and the Last Crusade,1989-05-24,474171806.0,"['Adventure', 'Action']"
10322,Being There,1979-12-19,30177511.0,"['Comedy', 'Drama']"
783,Gandhi,1982-11-30,77737889.0,"['Drama', 'History']"
10644,The Unbearable Lightness of Being,1988-02-05,10006806.0,"['Comedy', 'Romance']"
11257,A Room with a View,1985-12-13,20966644.0,"['Drama', 'Romance']"
14370,Real Genius,1985-08-07,13000000.0,"['Comedy', 'Romance']"
12104,Pink Floyd: The Wall,1982-07-14,22244207.0,['Music']
625,The Killing Fields,1984-11-02,34700291.0,"['War', 'Drama', 'History']"
8816,My Life as a Dog,1985-12-12,0.0,"['Drama', 'Comedy']"
830,Forbidden Planet,1956-03-15,3250000.0,"['Adventure', 'Science Fiction', 'Action']"
2323,Field of Dreams,1989-04-21,84431625.0,"['Drama', 'Fantasy']"
983,The Man Who Would Be King,1975-12-03,0.0,"['Adventure', 'Drama']"
642,Butch Cassidy and the Sundance Kid,1969-09-23,102308889.0,"['History', 'Drama', 'Western', 'Crime']"
655,"Paris, Texas",1984-05-19,2181987.0,['Drama']
10341,Until the End of the World,1991-09-12,0.0,"['Thriller', 'Drama', 'Science Fiction', 'Action']"
639,When Harry Met Sally...,1989-07-21,92823546.0,"['Comedy', 'Romance', 'Drama']"
266022,I Shot a Man in Vegas,1996-10-18,0.0,[]
168450,Parallel Sons,1995-01-01,0.0,[]
30180,Hype!,1996-11-08,0.0,"['Documentary', 'Music']"
31388,Santa with Muscles,1996-11-08,0.0,"['Family', 'Comedy']"
41801,Female Perversions,1996-01-22,0.0,"['Drama', 'Romance']"
66034,Mad Dog Time,1996-11-08,0.0,"['Drama', 'Action', 'Comedy', 'Crime']"
348138,Breathing Room,1996-11-08,0.0,"['Romance', 'Comedy']"
96288,Paris Was a Woman,1996-02-19,0.0,['Documentary']
61536,I'm Not Rappaport,1996-12-24,0.0,['Comedy']
18762,Blue Juice,1995-09-15,0.0,"['Comedy', 'Romance']"
331367,Kids of Survival,1996-09-05,0.0,[]
8077,Alien³,1992-05-22,159773545.0,"['Science Fiction', 'Action', 'Horror']"
814,An American Werewolf in London,1981-08-21,31973249.0,"['Horror', 'Comedy']"
41671,Amityville: It's About Time,1992-07-16,0.0,['Horror']
27214,Amityville 3-D,1983-11-18,6333135.0,"['Horror', 'Thriller']"
52263,Amityville: Dollhouse,1996-10-02,0.0,['Horror']
33519,Amityville: A New Generation,1993-09-29,0.0,['Horror']
16235,Amityville II: The Possession,1982-09-24,12534817.0,['Horror']
11449,The Amityville Horror,1979-07-27,86432000.0,"['Drama', 'Horror', 'Thriller']"
41848,The Amityville Curse,1989-12-01,0.0,['Horror']
25944,Blood for Dracula,1974-08-13,0.0,['Horror']
24913,April Fool's Day,1986-03-27,0.0,"['Horror', 'Mystery']"
49126,Audrey Rose,1977-04-06,0.0,"['Fantasy', 'Drama', 'Horror', 'Thriller']"
32076,The Believers,1987-06-09,18753438.0,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
571,The Birds,1963-03-28,11403529.0,['Horror']
8851,The Blob,1958-09-12,0.0,"['Horror', 'Science Fiction']"
37843,Blood Beach,1980-09-01,0.0,"['Science Fiction', 'Horror', 'Comedy']"
32146,Body Parts,1991-08-02,0.0,"['Horror', 'Thriller']"
30346,The Body Snatcher,1945-05-25,0.0,"['Thriller', 'Horror']"
6114,Dracula,1992-11-13,215862692.0,"['Romance', 'Horror']"
229,Bride of Frankenstein,1935-04-21,0.0,"['Horror', 'Science Fiction']"
13549,Burnt Offerings,1976-10-18,0.0,['Horror']
9529,Candyman,1992-10-16,25792310.0,"['Drama', 'Horror', 'Thriller']"
1598,Cape Fear,1991-11-15,182300000.0,"['Crime', 'Thriller']"
11349,Cape Fear,1962-04-12,0.0,"['Drama', 'Thriller']"
7340,Carrie,1976-11-03,33800000.0,"['Horror', 'Thriller']"
6217,Cat People,1982-04-02,0.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
377,A Nightmare on Elm Street,1984-11-14,25504513.0,['Horror']
653,Nosferatu,1922-03-15,0.0,"['Fantasy', 'Horror']"
28198,Vampire in Venice,1988-09-15,0.0,['Horror']
794,The Omen,1976-06-06,60922980.0,"['Horror', 'Thriller']"
31640,Blood and Wine,1996-10-03,0.0,"['Crime', 'Drama', 'Thriller']"
8744,Albino Alligator,1996-09-09,0.0,"['Crime', 'Drama', 'Thriller']"
25189,The Mirror Has Two Faces,1996-11-15,0.0,"['Comedy', 'Drama', 'Romance']"
145,Breaking the Waves,1996-05-13,3803298.0,"['Drama', 'Romance']"
2212,Nightwatch,1997-01-31,1179002.0,"['Action', 'Drama', 'Horror', 'Mystery', 'Thriller']"
199,Star Trek: First Contact,1996-11-21,150000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
7863,Shine,1996-01-21,0.0,['Drama']
12498,Sling Blade,1996-08-30,24444121.0,['Drama']
9279,Jingle All the Way,1996-11-15,129832389.0,"['Family', 'Comedy']"
53234,Identification of a Woman,1982-10-21,0.0,"['Romance', 'Drama']"
17204,Paradise Lost: The Child Murders at Robin Hood Hills,1996-12-03,0.0,"['Documentary', 'Drama']"
21539,The Preacher's Wife,1996-12-13,48093211.0,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance', 'Family']"
85589,Zero Kelvin,1995-09-29,0.0,"['Drama', 'Thriller']"
12709,Ridicule,1996-05-09,2503829.0,"['Comedy', 'Drama', 'Romance']"
20539,The Crucible,1996-11-27,0.0,"['Drama', 'History']"
11674,101 Dalmatians,1996-11-17,320689294.0,"['Comedy', 'Family']"
199512,The Forbidden Christ,1951-06-08,0.0,['Drama']
64900,I Can't Sleep,1994-05-18,0.0,"['Drama', 'Mystery']"
1573,Die Hard 2,1990-07-02,240031094.0,"['Action', 'Thriller']"
152,Star Trek: The Motion Picture,1979-12-06,139000000.0,"['Science Fiction', 'Adventure', 'Mystery']"
174,Star Trek VI: The Undiscovered Country,1991-12-05,96900000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
172,Star Trek V: The Final Frontier,1989-06-09,70200000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
154,Star Trek II: The Wrath of Khan,1982-06-03,96800000.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
157,Star Trek III: The Search for Spock,1984-05-31,87000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
168,Star Trek IV: The Voyage Home,1986-11-25,133000000.0,"['Science Fiction', 'Adventure']"
364,Batman Returns,1992-06-19,280000000.0,"['Action', 'Fantasy']"
11967,Young Guns,1988-08-12,44726644.0,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']"
9086,Young Guns II,1990-08-01,0.0,"['Western', 'Adventure']"
621,Grease,1978-07-07,181813770.0,['Romance']
9037,Grease 2,1982-06-11,15171476.0,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
10173,Marked for Death,1990-10-05,46044400.0,"['Action', 'Thriller']"
55687,Adrenalin: Fear the Rush,1996-11-29,0.0,"['Action', 'Science Fiction', 'Thriller']"
168535,The Substance of Fire,1996-09-11,0.0,['Drama']
8845,Under Siege,1992-10-08,156563139.0,"['Action', 'Thriller']"
46681,Terror in a Texas Town,1958-09-01,0.0,"['Action', 'Western']"
578,Jaws,1975-06-18,470654000.0,"['Horror', 'Thriller', 'Adventure']"
579,Jaws 2,1978-06-16,187884007.0,"['Horror', 'Thriller']"
17692,Jaws 3-D,1983-03-16,87987055.0,"['Thriller', 'Horror']"
17795,My Fellow Americans,1996-12-20,0.0,"['Comedy', 'Drama']"
75,Mars Attacks!,1996-12-12,101371017.0,"['Comedy', 'Fantasy', 'Science Fiction']"
13891,Citizen Ruth,1996-12-13,153155.0,"['Drama', 'Comedy']"
9390,Jerry Maguire,1996-12-06,273552592.0,"['Comedy', 'Drama', 'Romance']"
378,Raising Arizona,1987-03-01,29180280.0,"['Comedy', 'Crime']"
10896,Tin Men,1987-03-06,0.0,"['Comedy', 'Drama']"
2322,Sneakers,1992-09-09,105232691.0,"['Comedy', 'Crime', 'Drama']"
41240,Bastard Out of Carolina,1996-12-15,0.0,['Drama']
26949,In Love and War,1996-12-18,0.0,"['Drama', 'Romance']"
9819,Marvin's Room,1996-12-18,12803305.0,['Drama']
49799,Somebody Is Waiting,1996-12-19,0.0,['Drama']
31908,Ghosts of Mississippi,1996-12-20,0.0,"['History', 'Drama']"
46027,Night Falls on Manhattan,1996-10-22,0.0,"['Drama', 'Crime']"
3179,Beavis and Butt-Head Do America,1996-12-15,0.0,"['Animation', 'Comedy']"
1802,La Cérémonie,1995-08-30,0.0,"['Drama', 'Thriller']"
4232,Scream,1996-12-20,173046663.0,"['Crime', 'Horror', 'Mystery']"
9361,The Last of the Mohicans,1992-09-25,75505856.0,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']"
2928,Michael,1996-12-25,119718203.0,"['Comedy', 'Drama', 'Fantasy']"
30285,The Evening Star,1996-12-25,0.0,"['Drama', 'Romance', 'Family', 'Comedy']"
10549,Hamlet,1996-12-25,0.0,['Drama']
58102,Some Mother's Son,1996-12-25,0.0,"['Drama', 'History']"
18451,The Whole Wide World,1996-12-20,0.0,"['Drama', 'Romance']"
27265,Mother,1996-12-25,0.0,['Comedy']
49935,Thieves,1996-08-21,0.0,"['Romance', 'Crime', 'Drama']"
8818,Evita,1996-12-14,141047179.0,"['History', 'Drama', 'Music']"
36758,The Portrait of a Lady,1996-10-18,3692836.0,"['Drama', 'Romance']"
36040,Walkabout,1971-07-01,0.0,"['Adventure', 'Drama']"
74239,Message to Love: The Isle of Wight Festival,1996-02-15,0.0,"['Documentary', 'Music']"
9415,Murder at 1600,1997-04-18,25804707.0,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
55146,Hearts and Minds,1995-08-29,0.0,"['Drama', 'Thriller', 'Documentary', 'Romance', 'Foreign']"
303693,Inside,1996-08-25,0.0,"['Crime', 'Drama', 'TV Movie']"
12145,Fierce Creatures,1997-01-24,9381260.0,"['Comedy', 'Romance']"
42424,Zeus & Roxanne,1997-01-24,0.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']"
34314,Turbulence,1997-01-09,11466088.0,"['Action', 'Thriller', 'Crime']"
2892,Angel Baby,1995-09-09,0.0,['Drama']
9404,First Strike,1996-02-10,21890845.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']"
85242,Underworld,1996-06-01,0.0,"['Drama', 'Action', 'Comedy', 'Thriller']"
9622,Beverly Hills Ninja,1997-01-17,0.0,"['Action', 'Comedy']"
8860,Metro,1997-01-16,31987563.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
197537,The Machine,1994-05-28,0.0,"['Horror', 'Thriller', 'Science Fiction']"
66597,Falling in Love Again,1980-11-21,0.0,"['Drama', 'Romance']"
14832,The Cement Garden,1993-02-20,322975.0,['Drama']
9619,Dante's Peak,1997-02-07,178127760.0,"['Action', 'Adventure', 'Thriller']"
40506,Meet Wally Sparks,1997-01-01,0.0,['Comedy']
31000,Amos & Andrew,1993-03-05,0.0,"['Action', 'Comedy']"
4104,Benny & Joon,1993-04-16,23202734.0,"['Comedy', 'Drama', 'Romance']"
26306,Prefontaine,1997-01-24,589304.0,"['Drama', 'Romance']"
203829,A Tickle in the Heart,1996-11-21,0.0,['Documentary']
43775,Guantanamera,1995-01-01,0.0,"['Drama', 'Comedy', 'Romance', 'Foreign']"
14908,McHale's Navy,1997-04-18,4529843.0,"['Action', 'Comedy', 'Romance']"
784,Kolya,1996-05-05,5770254.0,"['Music', 'Drama', 'Comedy']"
12489,Gridlock'd,1997-01-29,0.0,"['Crime', 'Drama', 'Comedy']"
168283,Fire on the Mountain,1996-11-29,0.0,['Documentary']
16448,Waiting for Guffman,1996-01-31,0.0,"['Music', 'Comedy']"
55936,Prisoner of the Mountains,1996-03-15,0.0,"['Drama', 'War']"
17894,The Beautician and the Beast,1997-02-07,0.0,"['Comedy', 'Romance']"
28059,SubUrbia,1996-02-07,656747.0,"['Comedy', 'Drama']"
58911,Hotel de Love,1996-12-19,0.0,"['Comedy', 'Foreign', 'Romance']"
17949,The Pest,1997-02-07,0.0,"['Action', 'Comedy']"
1968,Fools Rush In,1997-02-14,29481428.0,"['Drama', 'Comedy', 'Romance']"
61563,Touch,1997-02-14,0.0,"['Action', 'Comedy', 'Drama', 'Foreign', 'Romance']"
66,Absolute Power,1997-02-14,50068310.0,"['Crime', 'Drama', 'Thriller']"
20735,That Darn Cat,1997-02-14,0.0,"['Comedy', 'Family']"
11419,Vegas Vacation,1997-02-13,36400360.0,['Comedy']
333165,Unforgotten: Twenty-Five Years After Willowbrook,1997-02-14,0.0,[]
25796,That Old Feeling,1997-04-04,0.0,"['Comedy', 'Drama', 'Romance']"
638,Lost Highway,1997-01-15,3675201.0,"['Drama', 'Thriller', 'Mystery']"
25624,Rosewood,1997-02-21,13130349.0,"['Drama', 'History']"
9366,Donnie Brasco,1997-02-27,41954997.0,"['Crime', 'Drama', 'Thriller']"
60083,Salut cousin !,1996-11-20,0.0,['Comedy']
21915,Booty Call,1997-02-26,20060051.0,['Comedy']
90928,Rhyme & Reason,1997-03-04,0.0,['Documentary']
50091,Boys Life 2,1997-03-07,532654.0,"['Drama', 'Romance']"
18420,City of Industry,1997-03-14,0.0,"['Crime', 'Thriller', 'Drama']"
19952,Best Men,1997-01-01,0.0,"['Comedy', 'Romance']"
9446,Jungle 2 Jungle,1997-03-07,0.0,"['Comedy', 'Family']"
28005,Kama Sutra - A Tale of Love,1996-09-11,4109095.0,"['Drama', 'History', 'Romance']"
9403,Private Parts,1997-03-07,41230799.0,"['Comedy', 'Drama']"
27322,Love Jones,1997-03-14,0.0,"['Comedy', 'Drama', 'Romance']"
10003,The Saint,1997-04-03,118063304.0,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']"
9311,Smilla's Sense of Snow,1997-02-13,0.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
11844,The Van,1996-05-11,0.0,"['Comedy', 'Drama']"
884,Crash,1996-07-17,0.0,"['Drama', 'Thriller', 'Romance']"
49806,The Daytrippers,1996-01-01,0.0,"['Comedy', 'Drama', 'Mystery']"
1624,Liar Liar,1997-03-21,302710615.0,['Comedy']
88423,The Quiet Room,1996-03-21,0.0,"['Drama', 'Foreign']"
16052,Selena,1997-03-21,60000000.0,['Drama']
4477,The Devil's Own,1997-03-12,140807547.0,"['Crime', 'Thriller', 'Drama']"
24662,Cats Don't Dance,1997-03-26,3566637.0,"['Animation', 'Comedy', 'Family', 'Music']"
18423,B.A.P.S.,1997-03-28,7240837.0,"['Action', 'Comedy']"
76996,Love and Other Catastrophes,1996-08-01,0.0,"['Comedy', 'Romance']"
6499,Turbo: A Power Rangers Movie,1997-03-27,17979739.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller']"
50512,Anna Karenina,1997-04-04,791830.0,"['Drama', 'Romance']"
9405,Double Team,1997-04-04,0.0,"['Action', 'Science Fiction']"
12723,Inventing the Abbotts,1997-04-04,5926128.0,"['Drama', 'Romance']"
9360,Anaconda,1997-04-11,136885767.0,"['Adventure', 'Horror', 'Thriller']"
9434,Grosse Pointe Blank,1997-04-11,28084357.0,"['Action', 'Comedy', 'Thriller', 'Romance']"
118991,Keys to Tulsa,1997-04-11,57252.0,"['Crime', 'Drama', 'Thriller']"
21626,Kissed,1996-09-07,0.0,"['Romance', 'Drama']"
13982,8 Heads in a Duffel Bag,1997-04-18,0.0,"['Comedy', 'Crime']"
93946,Hollow Reed,1996-06-24,0.0,['Drama']
77223,Paradise Road,1997-04-11,0.0,"['War', 'Drama', 'History']"
31465,Traveller,1997-04-18,0.0,"['Drama', 'Crime']"
12793,All Over Me,1997-02-15,0.0,"['Drama', 'Romance']"
102878,A Brother's Kiss,1997-04-25,0.0,['Drama']
105763,A Chef in Love,1996-06-06,0.0,"['Drama', 'Comedy', 'Romance', 'Foreign']"
9611,Romy and Michele's High School Reunion,1997-04-25,29235353.0,['Comedy']
47694,Temptress Moon,1996-05-09,0.0,"['Drama', 'Foreign', 'Romance']"
10357,Volcano,1997-04-25,0.0,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
9977,Children of the Revolution,1996-06-14,0.0,"['Comedy', 'Drama']"
816,Austin Powers: International Man of Mystery,1997-05-02,67683989.0,"['Science Fiction', 'Comedy', 'Crime']"
2163,Breakdown,1997-05-02,50159144.0,"['Drama', 'Action', 'Thriller']"
124680,Broken English,1996-09-09,0.0,"['Romance', 'Drama']"
16399,Commandments,1997-05-02,0.0,"['Comedy', 'Drama', 'Romance']"
124843,Ripe,1996-09-10,0.0,['Drama']
31017,"Truth or Consequences, N.M.",1997-01-01,0.0,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']"
24645,The Turning,1992-01-01,0.0,['Drama']
49478,Warriors of Virtue,1997-05-02,0.0,"['Fantasy', 'Family', 'Action']"
12499,Fathers' Day,1997-05-09,0.0,"['Comedy', 'Family']"
18,The Fifth Element,1997-05-07,263920180.0,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']"
68545,Intimate Relations,1996-01-01,0.0,[]
1811,Nowhere,1997-05-09,27354.0,"['Science Fiction', 'Drama', 'Comedy']"
109614,Losing Chase,1996-08-18,0.0,"['Drama', 'Romance']"
60082,Sprung,1997-05-14,7553105.0,"['Comedy', 'Romance']"
105045,The Promise,1995-02-16,0.0,"['Drama', 'Romance']"
53023,Le Bonheur,1965-02-10,0.0,"['Drama', 'Romance']"
64802,Love! Valour! Compassion!,1997-05-16,2900000.0,['Drama']
11239,Shall We Dance?,1996-01-27,0.0,"['Music', 'Comedy', 'Drama', 'Romance']"
50850,The Second Jungle Book: Mowgli & Baloo,1997-05-16,479099.0,"['Adventure', 'Family']"
15321,Twin Town,1997-04-11,0.0,"['Comedy', 'Drama']"
2058,Addicted to Love,1997-05-23,34673095.0,"['Comedy', 'Romance']"
9450,Brassed Off,1996-11-01,0.0,"['Comedy', 'Romance', 'Drama']"
125021,The Designated Mourner,1997-05-23,0.0,[]
330,The Lost World: Jurassic Park,1997-05-23,229074524.0,"['Adventure', 'Action', 'Science Fiction']"
38523,Ponette,1996-09-10,0.0,"['Drama', 'Foreign']"
16375,Schizopolis,1996-09-13,0.0,['Comedy']
33660,Shiloh,1996-11-30,0.0,"['Drama', 'Family']"
59232,The War at Home,1996-11-20,0.0,['Drama']
45671,Rough Magic,1995-09-07,0.0,"['Comedy', 'Drama', 'Romance', 'Fantasy']"
17770,Trial and Error,1997-05-30,0.0,"['Comedy', 'Romance']"
15170,Buddy,1997-06-06,0.0,"['Adventure', 'Comedy', 'Family']"
1701,Con Air,1997-06-01,224012234.0,"['Action', 'Thriller', 'Crime']"
201445,Late Bloomers,1996-01-01,0.0,[]
26422,The Pillow Book,1996-05-12,0.0,"['Drama', 'Foreign', 'Romance']"
124642,To Have (Or Not),1995-12-27,0.0,"['Drama', 'Romance']"
1639,Speed 2: Cruise Control,1997-06-13,164508066.0,"['Action', 'Adventure', 'Thriller']"
49235,Squeeze,1997-06-06,10300.0,"['Crime', 'Drama']"
106129,Sudden Manhattan,1996-10-11,0.0,"['Comedy', 'Thriller']"
291634,The Next Step,1997-06-13,0.0,[]
107743,Wedding Bell Blues,1996-10-18,44000.0,"['Comedy', 'Romance']"
415,Batman & Robin,1997-06-20,238207122.0,"['Action', 'Crime', 'Fantasy']"
47686,Dream with the Fishes,1997-01-01,0.0,['Comedy']
65889,Roseanna's Grave,1997-03-06,0.0,"['Comedy', 'Romance', 'Drama']"
11103,Head Above Water,1996-11-07,0.0,"['Comedy', 'Thriller']"
11970,Hercules,1997-06-26,252712101.0,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']"
34941,The Last Time I Committed Suicide,1997-06-20,0.0,['Drama']
407992,MURDER and murder,1996-09-10,0.0,"['Drama', 'Romance']"
8874,My Best Friend's Wedding,1997-06-19,299288605.0,"['Comedy', 'Romance']"
17991,Tetsuo II: Body Hammer,1992-01-01,0.0,"['Science Fiction', 'Horror', 'Drama', 'Thriller']"
11956,When the Cat's Away,1996-04-03,0.0,['Comedy']
266,Contempt,1963-10-21,528428.0,['Drama']
754,Face/Off,1997-06-27,245676146.0,"['Action', 'Crime', 'Science Fiction', 'Thriller']"
37567,Fall,1997-06-20,0.0,"['Drama', 'Romance']"
43771,Gabbeh,1996-06-26,0.0,"['Drama', 'Mystery', 'Romance']"
124834,Mondo,1995-06-01,0.0,['Drama']
249358,The Innocent Sleep,1996-01-25,0.0,['Thriller']
111367,For Ever Mozart,1996-11-27,0.0,"['Drama', 'Comedy', 'War']"
607,Men in Black,1997-07-02,589390539.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
18080,Out to Sea,1997-07-02,0.0,"['Comedy', 'Romance']"
38225,Wild America,1997-07-02,0.0,['Family']
17834,A Simple Wish,1997-07-11,8345056.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
686,Contact,1997-07-11,171120329.0,"['Drama', 'Science Fiction', 'Mystery']"
65046,Love Serenade,1996-10-10,0.0,"['Comedy', 'Foreign', 'Romance']"
4421,G.I. Jane,1997-08-22,48169156.0,"['Action', 'Drama']"
9387,Conan the Barbarian,1982-04-02,79114085.0,"['Adventure', 'Fantasy', 'Action']"
10603,George of the Jungle,1997-07-15,0.0,"['Adventure', 'Comedy', 'Family', 'Romance']"
2142,Cop Land,1997-08-15,44862187.0,"['Action', 'Crime', 'Drama']"
8413,Event Horizon,1997-08-15,26673242.0,"['Horror', 'Science Fiction', 'Mystery']"
10336,Spawn,1997-07-31,87840042.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
20737,Air Bud,1997-08-01,23144499.0,"['Comedy', 'Family', 'Drama']"
9413,Picture Perfect,1997-08-01,44332015.0,"['Comedy', 'Romance']"
14585,In the Company of Men,1997-01-19,0.0,"['Comedy', 'Drama']"
18519,Free Willy 3: The Rescue,1997-08-08,0.0,['Adventure']
49462,Career Girls,1997-06-01,0.0,['Drama']
8834,Conspiracy Theory,1997-08-07,136982834.0,"['Action', 'Drama', 'Mystery', 'Thriller']"
9458,Desperate Measures,1998-01-30,0.0,"['Action', 'Drama', 'Thriller']"
8854,Steel,1997-08-15,1686429.0,"['Science Fiction', 'Action', 'Adventure']"
38295,She's So Lovely,1997-08-29,0.0,"['Drama', 'Romance', 'Thriller']"
22073,Hoodlum,1997-08-27,0.0,"['Crime', 'Drama']"
37244,Leave it to Beaver,1997-08-22,0.0,"['Adventure', 'Comedy', 'Drama', 'Family']"
4961,Mimic,1997-08-22,25480490.0,"['Fantasy', 'Horror', 'Thriller']"
9416,Money Talks,1997-08-22,0.0,"['Action', 'Adventure', 'Comedy']"
26180,Excess Baggage,1997-08-29,0.0,"['Action', 'Comedy', 'Romance']"
17832,Kull the Conqueror,1997-08-29,0.0,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']"
9772,Air Force One,1997-07-25,315156409.0,"['Action', 'Thriller']"
6072,One Eight Seven,1997-07-29,5716080.0,"['Drama', 'Thriller']"
1669,The Hunt for Red October,1990-03-02,199200000.0,"['Action', 'Adventure', 'Thriller']"
468,My Own Private Idaho,1991-10-17,0.0,"['Drama', 'Romance']"
32519,"Kiss Me, Guido",1997-07-18,0.0,['Comedy']
108401,Star Maps,1997-07-23,0.0,"['Comedy', 'Drama']"
10806,In & Out,1997-09-10,0.0,"['Comedy', 'Romance']"
9433,The Edge,1997-09-06,43312294.0,"['Action', 'Adventure', 'Drama']"
6623,The Peacemaker,1997-09-26,0.0,"['Action', 'Thriller']"
2118,L.A. Confidential,1997-09-19,126216940.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
978,Seven Years in Tibet,1997-09-12,131457682.0,"['Adventure', 'Drama', 'History']"
9437,Kiss the Girls,1997-10-03,60527873.0,"['Drama', 'Mystery', 'Thriller', 'Crime']"
29461,Soul Food,1997-09-26,0.0,"['Comedy', 'Drama']"
56651,Kicked in the Head,1997-09-26,0.0,"['Comedy', 'Crime', 'Drama', 'Romance']"
10351,Wishmaster,1997-09-19,15719109.0,['Horror']
66588,A Thousand Acres,1997-09-17,0.0,['Drama']
2649,The Game,1997-09-12,109423648.0,"['Drama', 'Thriller', 'Mystery']"
14289,Fire Down Below,1997-09-05,16000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']"
10155,U Turn,1997-10-03,6682098.0,['Thriller']
75250,The Locusts,1997-10-03,10082.0,"['Drama', 'Romance']"
20457,The Matchmaker,1997-10-03,0.0,"['Comedy', 'Romance']"
18355,The Assignment,1997-09-28,0.0,"['Thriller', 'Action', 'Crime']"
33657,A Smile Like Yours,1997-08-27,0.0,"['Comedy', 'Romance']"
55306,Ulee's Gold,1997-06-13,0.0,['Drama']
68924,The Ice Storm,1997-09-27,8038061.0,['Drama']
36434,Stag,1997-04-01,0.0,['Thriller']
2255,Chasing Amy,1997-04-04,12021272.0,"['Comedy', 'Drama', 'Romance']"
28353,Def Jam's How to Be a Player,1997-08-06,13960203.0,"['Comedy', 'Romance']"
9427,The Full Monty,1997-08-13,257850122.0,['Comedy']
172545,Alive and Kicking,1996-11-08,0.0,"['Comedy', 'Drama']"
17589,Mrs Brown,1997-07-18,0.0,"['Drama', 'History', 'Romance']"
3597,I Know What You Did Last Summer,1997-10-17,125586134.0,"['Horror', 'Thriller', 'Mystery']"
1813,The Devil's Advocate,1997-10-17,152944660.0,"['Drama', 'Horror', 'Mystery', 'Thriller']"
36797,RocketMan,1997-10-10,0.0,"['Comedy', 'Family', 'Science Fiction']"
12628,Playing God,1997-10-17,4000000.0,"['Drama', 'Action', 'Thriller', 'Crime']"
33344,The House of Yes,1997-10-10,626057.0,"['Comedy', 'Drama']"
25099,"Fast, Cheap & Out of Control",1997-10-03,832735.0,['Documentary']
45019,Washington Square,1997-10-10,1.0,"['Drama', 'Romance']"
63437,Telling Lies In America,1997-08-02,0.0,"['Music', 'Drama']"
62422,Year of the Horse,1997-10-08,0.0,"['Documentary', 'Music']"
782,Gattaca,1997-09-07,12532777.0,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']"
29911,FairyTale: A True Story,1997-01-01,14000000.0,"['Fantasy', 'Drama', 'Mystery', 'Family']"
9827,Phantoms,1998-01-23,5624282.0,"['Horror', 'Science Fiction', 'Thriller']"
1959,Swept from the Sea,1998-01-23,0.0,"['Drama', 'Romance']"
251481,Wonderland,1997-10-17,0.0,['Documentary']
