director_id,name
5859,Frederick de Cordova
5860,Frederico Serra
5861,Frederik Du Chau
5862,Frederik Valentin Bjerre-Poulsen
5863,Frederikke Aspöck
5864,Fredi M. Murer
5865,Fredric Hobbs
5866,Fredrik Boklund
5867,Fredrik Bond
5868,Fredrik Edfeldt
5869,Fredrik Gertten
5870,Fredrik Hiller
5871,Fredrik Lindström
5872,Fredrik Wenzel
5873,Freida Lee Mock
5874,Frida Barkfors
5875,Friedrich Fehér
5876,Friedrich Moser
5877,Fritz Böttger
5878,Fritz Genschow
5879,Fritz Hippler
5880,Fritz Kiersch
5881,Fritz Lang
5882,Fritz Mitchell
5883,Friz Freleng
5884,Friðrik Þór Friðriksson
5885,Fro Rojas
5886,Fruit Chan
5887,Frédéric Auburtin
5888,Frédéric Back
5889,Frédéric Beigbeder
5890,Frédéric Berthe
5891,Frédéric Fonteyne
5892,Frédéric Forestier
5893,Frédéric Jardin
5894,Frédéric Louf
5895,Frédéric Mermoud
5896,Frédéric Mitterrand
5897,Frédéric Schoendoerffer
5898,Frédéric Tcheng
5899,Frédéric Tellier
5900,Frédéric Videau
5901,Frédérique Barraja
5902,Fu Jie
5903,Fu Shen
5904,Fumihiko Sori
5905,Fuminori Kizaki
5906,Furio Scarpelli
5907,Futoshi Higashide
5908,Fuwad Khan
5909,Fyodor Bondarchuk
5910,Fyodor Khitruk
5911,Fábio Barreto
5912,Félix Enríquez Alcalá
5913,Félix Sabroso
5914,Félix Viscarret
5915,Férid Boughedir
5916,G.J. Echternkamp
5917,G.W. Pabst
5918,Gabe Ibáñez
5919,Gabe Klinger
5920,Gabe Polsky
5921,Gabe Torres
5922,Gabe Turner
5923,Gabriel Aghion
5924,Gabriel Axel
5925,Gabriel Barylli
5926,Gabriel Bologna
5927,Gabriel Clarke
5928,Gabriel Cowan
5929,Gabriel Friedman
5930,Gabriel Julien-Laferrière
5931,Gabriel Le Bomin
5932,Gabriel London
5933,Gabriel Mascaro
5934,Gabriel Medina
5935,Gabriel Osorio
5936,Gabriel Pascal
5937,Gabriel Range
5938,Gabriel Ripstein
5939,Gabriel Rojas Vera
5940,Gabriel Sabloff
5941,Gabriela Cowperthwaite
5942,Gabriela Pichler
5943,Gabriela Tagliavini
5944,Gabriele Albanesi
5945,Gabriele Mainetti
5946,Gabriele Muccino
5947,Gabriele Pignotta
5948,Gabriele Salvatores
5949,Gabrielle Baur
5950,Gabrielle Beaumont
5951,Gabrielle Demeestere
5952,Gabrielle Provaas
5953,Gabrielle Savage Dockterman
5954,Gaby Amione
5955,Gaby Dellal
5956,Gabylu Lara
5957,Gad Elmaleh
5958,Gadi Harel
5959,Gael García Bernal
5960,Gail Dolgin
5961,Gail Harvey
5962,Gail O'Hara
5963,Gail Singer
5964,Gakuryû Ishii
5965,Gal Zelezniak
5966,Gale Edwards
5967,Galen T. Chu
5968,Galt Niederhoffer
5969,Gam Yam
5970,Gan Bi
5971,Ganesh Raj
5972,Gangliang Fang
5973,Gao Qunshu
5974,Gao Xiaosong
5975,Gao Xixi
5976,Gareth Carrivick
5977,Gareth Edwards
5978,Gareth Evans
5979,Gareth Lewis
5980,Gareth Maxwell Roberts
5981,Gareth Rhys Jones
5982,Garin Hovannisian
5983,Garin Nugroho
5984,Garret Daly
5985,Garrett Batty
5986,Garrett Bennett
5987,Garrett Brawith
5988,Garrett Sander
5989,Garrett Zevgetis
5990,Garri Bardin
5991,Garry Beitel
5992,Garry Marshall
5993,Garson Kanin
5994,Garth Davis
5995,Garth Jennings
5996,Gary Alazraki
5997,Gary Binkow
5998,Gary Brockette
5999,Gary Burns
6000,Gary Chapman
6001,Gary Cohen
6002,Gary David Goldberg
6003,Gary Davis
6004,Gary Entin
6005,Gary Fleder
6006,Gary Goddard
6007,Gary Goldman
6008,Gary Graver
6009,Gary Gulman
6010,Gary Halvorson
6011,Gary Hardwick
6012,Gary Harvey
6013,Gary Hustwit
6014,Gary J. Tunnicliffe
6015,Gary Jones
6016,Gary Khammar
6017,Gary King
6018,Gary Lennon
6019,Gary Leva
6020,Gary Love
6021,Gary Lundgren
6022,Gary McKendry
6023,Gary Michael Schultz
6024,Gary Nelson
6025,Gary O. Bennett
6026,Gary Oldman
6027,Gary Preisler
6028,Gary Rosen
6029,Gary Ross
6030,Gary Rydstrom
6031,Gary Selvaggio
6032,Gary Sherman
6033,Gary Shore
6034,Gary Sinise
6035,Gary Sinyor
6036,Gary Tarn
6037,Gary Trousdale
6038,Gary Troy
6039,Gary Walkow
6040,Gary Weis
6041,Gary Wheeler
6042,Gary Winick
6043,Gary Yates
6044,Gaspar Noé
6045,Gaspard Augé
6046,Gaspard Kuentz
6047,Gaston Biraben
6048,Gaston Kaboré
6049,Gastón Duprat
6050,Gauri Shinde
6051,Gautham Vasudev Menon
6052,Gavin Claxton
6053,Gavin Grazer
6054,Gavin Hood
6055,Gavin Maxwell
6056,Gavin Millar
6057,Gavin O'Connor
6058,Gavin Taylor
6059,Gavin Wiesen
6060,Gavin Wilding
6061,Gaylen Ross
6062,Gazdag Gyula
6063,Gaël Lieblang
6064,Gaël Morel
6065,Gaëtan Brizzi
6066,Ge Shuiying
6067,Gedeon Naudet
6068,Gee Malik Linton
6069,Geert Koolman
6070,Geeta Patel
6071,Geetha J
6072,Geethu Mohandas
6073,Geir Hansteen Jorgensen
6074,Gellert Tamas
6075,Gemma Atwal
6076,Gemma Ferraté
6077,Gen Sekiguchi
6078,Gen Takahashi
6079,Gene Cajayon
6080,Gene Feldman
6081,Gene Fowler Jr.
6082,Gene Kelly
6083,Gene Nelson
6084,Gene Quintano
6085,Gene Rosow
6086,Gene Saks
6087,Gene Wilder
6088,Geneviève Jolliffe
6089,Geneviève Mersch
6090,Geneviève Robert
6091,Genie Joseph
6092,Genji Nakamura
6093,Gennadi Kazansky
6094,Gennadi Poloka
6095,Gennadiy Ostrovskiy
6096,Gennady Shpalikov
6097,Gennaro Nunziante
6098,Genndy Tartakovsky
6099,Genrikh Oganisyan
6100,Geo Santini
6101,Geoff Anderson
6102,Geoff Bowie
6103,Geoff Browne
6104,Geoff Burrowes
6105,Geoff Burton
6106,Geoff Klein
6107,Geoff Lapaire
6108,Geoff Lindsey
6109,Geoff Marslett
6110,Geoff Moore
6111,Geoff Murphy
6112,Geoffrey Enthoven
6113,Geoffrey Fletcher
6114,Geoffrey Haley
6115,Geoffrey O'Connor
6116,Geoffrey Orthwein
6117,Geoffrey Pepos
6118,Geoffrey Reeve
6119,Geoffrey Sax
6120,Geoffrey Schaaf
6121,Geoffrey Smith
6122,Geoffrey Wright
6123,Geordie Sabbagh
6124,Georg Fenady
6125,Georg Maas
6126,George A. Romero
6127,George Abbott
6128,George Albert Smith
6129,George Amy
6130,George Archainbaud
6131,George Armitage
6132,George Augusto
6133,George Axelrod
6134,George B. Seitz
6135,George Bamber
6136,George Basha
6137,George Beck
6138,George Bessudo
6139,George Blair
6140,George Bloomfield
6141,George Bowers
6142,George Butler
6143,George C. Scott
6144,George C. Stoney
6145,George C. Wolfe
6146,George Case
6147,George Casey
6148,George Christopher McCann
6149,George Clarke
6150,George Clooney
6151,George Cukor
6152,George D. Escobar
6153,George Dorobantu
6154,George Dugdale
6155,George Dunning
6156,George Eastman
6157,George Englund
6158,George Erschbamer
6159,George Fitzmaurice
6160,George Gallo
6161,George Griffith
6162,George Haas
6163,George Hadden
6164,George Harrison
6165,George Hencken
6166,George Hickenlooper
6167,George Huang
6168,George Iida
6169,George Isaac
6170,George Jackson
6171,George Kaczender
6172,George King
6173,George Korgianitis
6174,George LaVoo
6175,George Langworthy
6176,George Lazopoulos
6177,George Loane Tucker
6178,George Lowe
6179,George Lucas
6180,George Marshall
6181,George McCowan
6182,George Melford
6183,George Mendeluk
6184,George Mihalka
6185,George Miller
6186,George More O'Ferrall
6187,George Nichols Jr.
6188,George Nolfi
6189,George Ogilvie
6190,George Ovashvili
6191,George P. Cosmatos
6192,George Pal
6193,George Paul Csicsery
6194,George Pavlou
6195,George Pollock
6196,George Randol
6197,George Ratliff
6198,George Roy
6199,George Roy Hill
6200,George S. Fleming
6201,George Salisbury
6202,George Schaefer
6203,George Schlatter
6204,George Schnéevoigt
6205,George Scott
6206,George Scribner
6207,George Seaton
6208,George Sherman
6209,George Sidney
6210,George Singer
6211,George Sluizer
6212,George Somnes
6213,George Stevens
6214,George T. Miller
6215,"George Tillman, Jr."
6216,George VanBuskirk
6217,George W. George
6218,George W. Hill
6219,George Waggner
6220,George White
6221,Georges Demeny
6222,Georges Demenÿ
6223,Georges Franju
6224,Georges Lautner
6225,Georges Monca
6226,Georges Méliès
6227,Georges Perec
6228,Georges Schwizgebel
6229,Georgi Natanson
6230,Georgi Shchukin
6231,Georgi Yungvald-Khilkevich
6232,Georgia Lee
6233,Georgie Roland
6234,Georgina Lightning
6235,Georgios Papaioannou
6236,Georgiy Daneliya
6237,Georgiy Kropachyov
6238,Georgiy Shengeliya
6239,Georgy Malkov
6240,Gerald Bezhanov
6241,Gerald Fox
6242,Gerald Kargl
6243,Gerald Mayer
6244,Gerald McMorrow
6245,Gerald O'Hara
6246,Gerald Peary
6247,Gerald Potterton
6248,Gerald Salmina 
6249,Gerald Seth Sindell
6250,Gerald Thomas
6251,Geralyn Pezanoski
6252,Gerard Baldwin
6253,Gerard Barrett
6254,Gerard Damiano
6255,Gerard Johnson
6256,Gerard Johnstone
6257,Gerard McMurray
6258,Gerard Stembridge
6259,Gerard Ungerman
6260,Gerard Zalewski
6261,Gerardo Herrero
6262,Gerardo Naranjo
6263,Gerardo Olivares
6264,Gerardo Vera
6265,Gerardo de Leon
6266,Gerd Oswald
6267,Geremy Jasper
6268,Gereon Wetzel
6269,Gergely Fonyó
6270,Gerhard Hahn
6271,Gerhard Lamprecht
6272,Germaine Dulac
6273,German Kral
6274,Germinal Alvarez
6275,Gernot Roll
6276,Gerrard Verhage
6277,Gerry Chiniquy
6278,Gerry Lively
6279,Gert Embrechts
6280,Gert Fredholm
6281,Gert de Graaff
6282,Gez Medinger
6283,Ghazi Albuliwi
6284,Ghislain Cloquet
6285,Gia Coppola
6286,Gia Milani
6287,Giacomo Battiato
6288,Giacomo Campiotti
6289,Giacomo Ciarrapico
6290,Giacomo Cimini
6291,Giacomo Gentilomo
6292,Giacomo Martelli
6293,Giacomo Poretti
6294,Giacomo Talamini
6295,Giambattista Avellino
6296,Gian Alfonso Pacinotti
6297,Gian Luigi Polidoro
6298,Gian Paolo Cugno
6299,Gian Vittorio Baldi
6300,Giancarlo Lui
6301,Giancarlo Romitelli
6302,Giancarlo Santi
6303,Giancarlo Tallarico
6304,Giancarlo Volpe
6305,Gianfranco Baldanello
6306,Gianfranco De Bosio
6307,Gianfranco Giagni
6308,Gianfranco Mingozzi
6309,Gianfranco Pagani
6310,Gianfranco Parolini
6311,Gianfranco Piccioli
6312,Gianfranco Rosi
6313,Gianluca Ansanelli
6314,Gianluca Maria Tavarelli
6315,Gianluigi Calderone
6316,Gianni Amelio
6317,Gianni Crea
6318,Gianni Di Gregorio
6319,Gianni Manera
6320,Gianni Puccini
6321,Gianni Siragusa
6322,Gianni Zanasi
6323,Giannis Dalianidis
6324,Giddens Ko
6325,Giddi Dar
6326,Gideon Bradshaw
6327,Gideon Koppel
6328,Gideon Raff
6329,Giedrė Žickytė
6330,Gigi Saul Guerrero
6331,Gigor Attila
6332,Gil Bettman
6333,Gil Cates Jr.
6334,Gil Cunha
6335,Gil Junger
6336,Gil Kenan
6337,Gil Portes
6338,Gil-yeong Jeong
6339,Gilbert Adler
6340,Gilbert Cates
6341,Gilbert Gunn
6342,Gilbert Lukalia
6343,Gilbert M. Anderson
6344,Gilbert M. Shilton
6345,Gilbert Moses
6346,Giles Badger
6347,Giles Foster
6348,Giles Walker
6349,Gill Dennis
6350,Gilles Amado
6351,Gilles Balbastre
6352,Gilles Bourdos
6353,Gilles Grangier
6354,Gilles Legrand
6355,Gilles Lellouche
6356,Gilles Marchand
6357,Gilles Mimouni
6358,Gilles Paquet-Brenner
6359,Gilles Peso
6360,Gillian Armstrong
6361,Gillian Greene
6362,Gillian Grisman
6363,Gillian Laub
6364,Gillian Robespierre
6365,Gillies MacKinnon
6366,Gillo Pontecorvo
6367,Gin Yeung-Chi
6368,Gina Kim
6369,Gina Prince-Bythewood
6370,Gini Reticker
6371,Gino Nichele
6372,Giordano Gederlini
6373,Giorgi Shengelaia
6374,Giorgia Cecere
6375,Giorgia Cecere 
6376,Giorgia Farina
6377,Giorgio Amato
6378,Giorgio Bianchi
6379,Giorgio Capitani
6380,Giorgio Cristallini
6381,Giorgio Diritti
6382,Giorgio Ferroni
6383,Giorgio Gentili
6384,Giorgio Serafini
6385,Giorgio Simonelli
6386,Giorgio Stegani
6387,Giorgos Georgopoulos
6388,Giorgos Servetas
6389,Giorgos Zois
6390,Giovanni Bonfanti
6391,Giovanni Consonni
6392,Giovanni Galletta
6393,Giovanni Guareschi
6394,Giovanni Pastrone
6395,Giovanni Rodríguez
6396,Giovanni Storti
6397,Giovanni Veronesi
6398,Gisaburō Sugii
6399,Gisela Grischow
6400,Gita Pullapilly
6401,Gitanjali Rao
6402,Giuliano Carnimeo
6403,Giuliano Montaldo
6404,Giulio Base
6405,Giulio Berruti
6406,Giulio Manfredonia
6407,Giulio Paradisi
6408,Giulio Petroni
6409,Giulio Questi
6410,Giulio Ricciarelli
6411,Giuseppe Andrews
6412,Giuseppe Bertolucci
6413,Giuseppe Capotondi
6414,Giuseppe Colizzi
6415,Giuseppe De Santis
6416,Giuseppe Ferrara
6417,Giuseppe M. Gaudino
6418,Giuseppe Moccia
6419,Giuseppe Patroni Griffi
6420,Giuseppe Piccioni
6421,Giuseppe Rosati
6422,Giuseppe Tornatore
6423,Giuseppe Vari
6424,Giuseppe de Liguoro
6425,Gjergj Xhuvani
6426,Glauber Rocha
6427,Gleb Orlov
6428,Gleb Panfilov
6429,Glen Coburn
6430,Glen Goei
6431,Glen Hill
6432,Glen Kasper
6433,Glen Morgan
6434,Glen Pitre
6435,Glen Salzman
6436,Glendyn Ivin
6437,Glenio Bonder
6438,Glenn A. Jordan
6439,Glenn Aveni
6440,Glenn Casale
6441,Glenn Chaika
6442,Glenn Ciano
6443,Glenn Ficarra
6444,Glenn Gaylord
6445,Glenn Gordon Caron
6446,Glenn Holsten
6447,Glenn Jordan
6448,Glenn Leyburn
6449,Glenn McCoy
6450,Glenn McQuaid
6451,Glenn Miller
6452,Glenn Standring
6453,Glenn Takakjian
6454,Glenn Triggs
6455,Glenn Tryon
6456,Glenn Weiss
6457,Glenn Withrow
6458,Gloria Katz
6459,Gloria La Morte
6460,Godfrey Cheshire
6461,Godfrey Grayson
6462,Godfrey Ho
6463,Godfrey Reggio
6464,Goldie Behl
6465,Gonzalo Arijón
6466,Gonzalo Bendala
6467,Gonzalo López-Gallego
6468,Gonzalo Suárez
6469,Gonzalo Tobal
6470,Goo Mo
6471,Gor Kirakosian
6472,Goran Dukic
6473,Goran Marković
6474,Goran Paskaljević
6475,Goran Radovanović
6476,Gordian Maugg
6477,Gordie Haakstad
6478,Gordon Chan
6479,Gordon Davidson
6480,Gordon Douglas
6481,Gordon Flemyng
6482,Gordon Hessler
6483,Gordon MacDonald
6484,Gordon Parks
6485,Gordon Parks Jr.
6486,Gordon Wiles
6487,Gordon Willis
6488,Gore Verbinski
6489,Gorman Bechard
6490,Goro Miyazaki
6491,Gorčin Stojanović
6492,Gotham Chopra
6493,Gottfried Kolditz
6494,Gottfried Reinhardt
6495,Gough Lewis
6496,Govind Nihalani
6497,Govindan Aravindan
6498,Gower Champion
6499,Grace Lee
6500,Gracia Querejeta
6501,Graeme Campbell
6502,Graeme Clifford
6503,Graeme Ferguson
6504,Graeme Harper
6505,Graeme Rattigan
6506,Graham Annable
6507,Graham Baker
6508,Graham Cutts
6509,Graham Heid
6510,Graham Linehan
6511,Graham Proud
6512,Graham Ralph
6513,Graham Reznick
6514,Graham Theakston
6515,Graham Yost
6516,Grand Corps Malade
6517,Grant Baldwin
6518,Grant Gee
6519,Grant Hamilton
6520,Grant Harvey
6521,Grant Heslov
6522,Grant Humphreys
6523,Grant Morrison
6524,Grant Munro
6525,Granz Henman
6526,Gray Hofmeyr
6527,Greg 'Freddy' Camalier
6528,Greg A. Sager
6529,Greg Antonacci
6530,Greg Barker
6531,Greg Beeman
6532,Greg Berlanti
6533,Greg Carson
6534,Greg Carter
6535,Greg Coolidge
6536,Greg Coote
6537,Greg D. Williams
6538,Greg Derochie
6539,Greg Finton
6540,Greg Ford
6541,Greg Francis
6542,Greg Franklin
6543,Greg Garthe
6544,Greg Glienna
6545,Greg Gricus
6546,Greg Griffin
6547,Greg Harrison
6548,Greg Jacobson
6549,Greg Kiefer
6550,Greg Kohs
6551,Greg Kwedar
6552,Greg Lamberson
6553,Greg Lombardo
6554,Greg MacGillivray
6555,Greg Manwaring
6556,Greg Marcks
6557,Greg McLean
6558,Greg Mottola
6559,Greg Olliver
6560,Greg Osborne
6561,Greg Page
6562,Greg Pak
6563,Greg Pritikin
6564,Greg Richardson
6565,Greg Spence
6566,Greg Strause
6567,Greg Swartz
6568,Greg Tiernan
6569,Greg Watkins
6570,Greg Whiteley
6571,Greg Williams
6572,Greg Yaitanes
6573,Greg Zglinski
6574,Gregg Araki
6575,Gregg Barson
6576,Gregg Bishop
6577,Gregg C. Tallas
6578,Gregg Champion
6579,Gregg Godfrey
6580,Gregg Hale
6581,Gregg Kavet
6582,Gregg Simon
6583,Gregg Toland
6584,Gregor Jordan
6585,Gregor Nicholas
6586,Gregor Schnitzler
6587,Gregori Viens
6588,Gregorio Rocha
6589,Gregory C. Parker
6590,Gregory Colbert
6591,Gregory Connors
6592,Gregory Cooke
6593,Gregory Dark
6594,Gregory Doran
6595,Gregory Gieras
6596,Gregory Greene
6597,Gregory Hatanaka
6598,Gregory Hoblit
6599,Gregory J. Corrado
6600,Gregory J. Read
6601,Gregory Jacobs
6602,Gregory Kohn
6603,Gregory La Cava
6604,Gregory Levinson
6605,Gregory Mackenzie
6606,Gregory Marquette
6607,Gregory McQualter
6608,Gregory Mosher
6609,Gregory Nava
6610,Gregory Orr
6611,Gregory Plotkin
6612,Gregory Poirier
6613,Gregory Ratoff
6614,Gregory V. Sherman
6615,Gregory W. Friedle
6616,Gregory Widen
6617,Gregory Wilson
6618,Gren Wells
6619,Greta Gerwig
6620,Greta Schiller
6621,Grethe Bøe
6622,Greydon Clark
6623,Griff Furst
6624,Griffin Dunne
6625,Griffin Hammond
6626,Grigori Aleksandrov
6627,Grigori Aronov
6628,Grigori Kozintsev
6629,Grigori Kromanov
6630,Grigorij Richters
6631,Grigoriy Chukhray
6632,Groupe Dziga Vertov
6633,Grover Babcock
6634,Grzegorz Jarzyna
6635,Grzegorz Królikiewicz
6636,Grégoire Vigneron
6637,Grégory Levasseur
6638,Gréta Olafsdóttir
6639,Grímur Hákonarson
6640,Gualtiero Jacopetti
6641,Guan Hu
6642,Guddu Dhanoa
6643,Guel Arraes
6644,Guerdon Trueblood
6645,Guglielmo Garroni
6646,Guido Malatesta
6647,Guido Pieters
6648,Guido Santi
6649,Guido Zurli
6650,Guilherme Fiúza Zenha
6651,Guillaume Canet
6652,Guillaume Coudray
6653,Guillaume Gallienne
6654,Guillaume Ivernel
6655,Guillaume Nicloux
6656,Guillaume Renard
6657,Guillem Morales
6658,Guillermo Amoedo
6659,Guillermo Arriaga
6660,Guillermo del Toro
6661,Gulshat Omarova
6662,Gunasekhar
6663,Gunnar Hellström
6664,Gunnar Vikene
6665,Gunter Friedrich
6666,Gunther von Fritsch
6667,Gunārs Piesis
6668,Guo Yu-Dan
6669,Gurinder Chadha
6670,Guru Dutt
6671,Gus Holwerda
6672,Gus Krieger
6673,Gus Meins
6674,Gus Trikonis
6675,Gus Van Sant
6676,Gust Van Den Berghe
6677,Gustaf Edgren
6678,Gustaf Gründgens
6679,Gustaf Molander
6680,Gustav Deutsch
6681,Gustav Hofer
6682,Gustav Machatý
6683,Gustav Ucicky
6684,Gustav Wiklund
6685,Gustave de Kervern
6686,Gustavo Cova
6687,Gustavo Fontán
6688,Gustavo Graef-Marino
6689,Gustavo Hernández
6690,Gustavo Lipsztein
6691,Gustavo Loza
6692,Gustavo Mosquera R.
6693,Gustavo Ron
6694,Gustavo Taretto
6695,Guto Parente
6696,Guy Caron
6697,Guy Davidi
6698,Guy Debord
6699,Guy Ferland
6700,Guy Goossens
6701,Guy Green
6702,Guy Hamilton
6703,Guy J. Louthan
6704,Guy Jenkin
6705,Guy Lee Thys
6706,Guy Maddin
6707,Guy Magar
6708,Guy Manos
6709,Guy Moore
6710,Guy Moshe
6711,Guy Myhill
6712,Guy Nattiv
6713,Guy Pigden
6714,Guy Ritchie
6715,Guy-Manuel de Homem-Christo
6716,Guy-Roger Duvert
6717,Guðmundur Arnar Guðmundsson
6718,Gwen Wetzler
6719,Gye-byeok Lee
6720,Gytis Lukšas
6721,György Pálfi
6722,Gábor Csupó
6723,Gábor Herendi
6724,Gábor Reisz
6725,Géla Babluani
6726,Gérald Hustache-Mathieu
6727,Géraldine Nakache
6728,Gérard Bitton
6729,Gérard Blain
6730,Gérard Corbiau
6731,Gérard Depardieu
6732,Gérard Jugnot
6733,Gérard Kikoïne
6734,Gérard Krawczyk
6735,Gérard Lauzier
6736,Gérard Mordillat
6737,Gérard Oury
6738,Gérard Pirès
6739,Géza Kaszás
6740,Géza von Cziffra
6741,Géza von Radványi
6742,Gísli Snær Erlingsson
6743,Gô Ohara
6744,Göran Graffman
6745,Göran Olsson
6746,Göran du Rées
6747,Gösta Bernhard
6748,Gösta Werner
6749,Götz Spielmann
6750,Günter Gräwert
6751,Günter Vaessen
6752,H. Bruce Humberstone
6753,H. C. Potter
6754,H. Tjut Djalil
6755,H.B. Halicki
6756,H.C. Potter
6757,H.K. Breslauer
6758,H.M. Coakley
6759,Ha Jung-woo
6760,Habib Azar
6761,Habib Faisal
6762,Habib Louati
6763,Hadi Hajaig
6764,Hafsteinn Gunnar Sigurðsson
6765,Haifaa Al-Mansour
6766,Haile Gerima
6767,Haim Tabakman
6768,Hajime Hashimoto
6769,Hajime Ishimine
6770,Hajime Kadoi
6771,Hajime Katoki
6772,Hajime Ohata
6773,Hajime Sato
6774,Hajime Tsuburaya
6775,Hajrudin Krvavac
6776,Hakan Algul
6777,Hakan Yonat
6778,Hakubun
6779,Hal Ashby
6780,Hal E. Chester
6781,Hal Haberman
6782,Hal Hartley
6783,Hal Kanter
6784,Hal Masonberg
6785,Hal Needham
6786,Hal Roach
6787,"Hal Roach, Jr."
6788,Hal Salwen
6789,Hal Sutherland
6790,Hal Walker
6791,Halder Gomes
6792,Hall Bartlett
6793,Hallvard Bræin
6794,Ham Tran
6795,Hamid Nematollah
6796,Hamilton Luske
6797,Hamilton MacFadden
6798,Hampton Fancher
6799,Han Han
6800,Han Jae-rim
6801,Han Jun-hee
6802,Han Sanping
6803,Han Yan
6804,Hana Makhmalbaf
6805,Hanelle M. Culpepper
6806,Hanh Nguyen
6807,Hank Braxtan
6808,Hank Friedmann
6809,Hanna Hemilä
6810,Hanna Polak
6811,Hanna Sköld
6812,Hannah Fidell
6813,Hannaleena Hauru
6814,Hanne Larsen
6815,Hanneke Schutte
6816,Hannes Holm
6817,Hannes Stöhr
6818,Hanno Höfer
6819,Hannu Kahakorpi
6820,Hannu-Pekka Björkman
6821,Hanro Smitsman
6822,Hans Albin
6823,Hans Alfredson
6824,Hans Canosa
6825,Hans Christian Berger
6826,Hans Fabian Wullenweber
6827,Hans Fjellestad
6828,Hans Heinrich
6829,Hans Herbots
6830,Hans Horn
6831,Hans Ingemarsson
6832,Hans Iveberg
6833,Hans Kanters
6834,Hans Peter Cloos
6835,Hans Petter Moland
6836,Hans Richter
6837,Hans Steinbichler
6838,Hans Van Nuffel
6839,Hans W. Geißendörfer
6840,Hans Weingartner
6841,Hans Åke Gabrielsson
6842,Hans-Christian Schmid
6843,Hans-Jürgen Syberberg
6844,Hansal Mehta
6845,Hansol Sin
6846,Hany Abu-Assad
6847,Harald Hamrell
6848,Harald Philipp
6849,Harald Reinl
6850,Harald Sicheritz
6851,Harald Zwart
6852,Hardi Volmer
6853,Hardy Martins
6854,Hari
6855,Harish Saluja
6856,Harish Shankar
6857,Hark Bohm
6858,Hark Joon Lee
6859,Harlan Thompson
6860,Harley Cokeliss
6861,Harmesh Malhotra
6862,Harmon Jones
6863,Harmony Korine
6864,Harold Becker
6865,Harold Clurman
6866,Harold Cronk
6867,Harold Crooks
6868,Harold D. Schuster
6869,Harold Daniels
6870,Harold F. Kress
6871,Harold French
6872,Harold Guskin
6873,Harold L. Muller
6874,Harold Lloyd
6875,Harold M. Shaw
6876,Harold P. Warren
6877,Harold Pinter
6878,Harold Prince
6879,Harold Ramis
6880,Harold S. Bucquet
6881,Harold Young
6882,Harrie Geelen
6883,Harriet Dodge
6884,Harris Done
6885,Harris Goldberg
6886,Harrison Atkins
6887,Harrison Smith
6888,Harry A. Pollard
6889,Harry Basil
6890,Harry Baweja
6891,Harry Beaumont
6892,Harry Black
6893,Harry Bromley Davenport
6894,Harry Cleven
6895,Harry Elfont
6896,Harry Falk
6897,Harry Freeland
6898,Harry Gantz
6899,Harry Harris
6900,Harry Hook
6901,Harry Hope
6902,Harry Horner
6903,Harry Hurwitz
6904,Harry Keller
6905,Harry Kümel
6906,Harry L. Fraser
6907,Harry Lachman
6908,Harry Moses
6909,Harry O. Hoyt
6910,Harry Ralston
6911,Harry Revier
6912,Harry Shearer
6913,Harry Sinclair
6914,Harry Smith
6915,Harry Thomason
6916,Harry W. Gerstad
6917,Harry Winer
6918,Harry d'Abbadie d'Arrast
6919,Harshavardhan Kulkarni
6920,Hart Bochner
6921,Hartmut Bitomsky
6922,Haruki Kadokawa
6923,Harun Farocki
6924,Haruyasu Noguchi
6925,Harve Foster
6926,Harvey Crossland
6927,Harvey Frost
6928,Harvey Glazer
6929,Harvey Hart
6930,Harvey Kahn
6931,Harvey Miller
6932,Harvey Weinstein
6933,Hasan Karacadag
6934,Haskell Wexler
6935,Hasko Baumann
6936,Hasnain Hyderabadwala
6937,Hassan Amini
6938,Hassan Yektapanah
6939,Hasse Ekman
6940,Hatem Khraiche
6941,Hatsuki Tsuji
6942,Hattie Dalton
6943,Havana Marking
6944,Hawley Pratt
6945,Hayao Miyazaki
6946,Hayato Date
6947,Hayato Ikeda
6948,Hayato Kawai
6949,Hayden Schlossberg
6950,Haylar Garcia
6951,Hayley Cloake
6952,He Jianjun
6953,He Ping
6954,Heath Jones
6955,Heathcote Williams
6956,Heather M. Winters
6957,Heather Millard
6958,Heather Rae
6959,Heber Cannon
6960,Hector Babenco
6961,Hector Hernández Vicens
6962,Heddy Honigmann
6963,Hee-chang Son
6964,Heidi Brandenburg
6965,Heidi Burkey
6966,Heidi Elise Beaver
6967,Heidi Ewing
6968,Heidi Köngäs
6969,Heidi Wittlinger
6970,Heikki Häkkinen
6971,Heiko Lange
6972,Heiner Carow
6973,Heinrich Breloer
6974,Heinz Bütler
6975,Heinz Dunkhase
6976,Heinz Emigholz
6977,Heinz Josephson
6978,Heinz Strunk
6979,Heitor Dhalia
6980,Helen Ahlsson
6981,Helen Hunt
6982,Helen Stickler
6983,Helena Solberg
6984,Helena Taberna
6985,Helge Schneider
6986,Hella Joof
6987,Helma Sanders-Brahms
6988,Helmut Dietl
6989,Helmut Krätzig
6990,Helmut Käutner
6991,Helmut Schleppi
6992,Helmut Weiss
6993,Heloisa Sartorato
6994,Helvio Soto
6995,Helvécio Ratton
6996,Hemal Trivedi
6997,Hemant Gaba
6998,Hendel Butoy
6999,Hendrik Hölzemann
7000,Henk Pretorius
7001,Henning Carlsen
7002,Henning Kristiansen
7003,Henning Schellerup
